# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"cow","anchor_id":"FILE1_Z0_XY1","type":2,"desc":"","options":{"0":"stand","1":"lying down","2":"foraging","3":"drinking water","4":"rumination"},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"204_7PbwKx2g","[""44_00007.jpg""]",0,"[]","[2,469.072,181.576,217.513,179.685]","{""1"":""1""}"
"204_5wiA4YMd","[""44_00007.jpg""]",0,"[]","[2,151.313,236.427,181.577,166.445]","{""1"":""1""}"
"204_7VSO4D79","[""44_00007.jpg""]",0,"[]","[2,1263.468,49.177,136.182,136.182]","{""1"":""0""}"
"204_8xviSMlM","[""44_00007.jpg""]",0,"[]","[2,892.75,39.72,206.164,117.268]","{""1"":""0""}"
"203_wlMo3rz6","[""44_00006.jpg""]",0,"[]","[2,1265.359,47.285,139.965,166.445]","{""1"":""0""}"
"203_49c769xT","[""44_00006.jpg""]",0,"[]","[2,883.292,41.611,219.405,121.051]","{""1"":""0""}"
"203_YgGCO5Bn","[""44_00006.jpg""]",0,"[]","[2,709.282,69.982,174.01,321.542]","{""1"":""0""}"
"203_x4XAvnGN","[""44_00006.jpg""]",0,"[]","[2,457.723,164.553,221.296,196.708]","{""1"":""1""}"
"203_HCXe7WPM","[""44_00006.jpg""]",0,"[]","[2,164.553,232.644,168.337,175.902]","{""1"":""1""}"
"203_mRmuH5mc","[""44_00006.jpg""]",0,"[]","[2,37.828,255.342,105.92,153.204]","{""1"":""0""}"
"202_dIW8xr1q","[""44_00005.jpg""]",0,"[]","[2,888.967,24.588,179.684,155.097]","{""1"":""0""}"
"202_BQXiCvph","[""44_00005.jpg""]",0,"[]","[2,1284.273,66.2,134.291,136.182]","{""1"":""0""}"
"202_e0oFo0Xq","[""44_00005.jpg""]",0,"[]","[2,709.282,96.462,183.468,298.844]","{""1"":""0""}"
"202_2KSLykJI","[""44_00005.jpg""]",0,"[]","[2,480.42,168.336,194.816,187.251]","{""1"":""1,4""}"
"202_LMc4QBtX","[""44_00005.jpg""]",0,"[]","[2,166.445,230.753,200.49,183.468]","{""1"":""1,4""}"
"202_Ul6lpwab","[""44_00005.jpg""]",0,"[]","[2,194.816,149.422,162.662,113.485]","{""1"":""0""}"
"202_nDDPjqW2","[""44_00005.jpg""]",0,"[]","[2,20.806,226.97,126.725,202.382]","{""1"":""0""}"
"201_njiXeUvK","[""44_00004.jpg""]",0,"[]","[2,211.839,158.879,158.879,121.051]","{""1"":""0""}"
"201_QXf0NXKp","[""44_00004.jpg""]",0,"[]","[2,156.988,226.97,187.25,166.445]","{""1"":""1,4""}"
"201_vVOr487q","[""44_00004.jpg""]",0,"[]","[2,495.552,177.793,166.444,164.554]","{""1"":""1,4""}"
"201_QFVdNm00","[""44_00004.jpg""]",0,"[]","[2,722.522,90.788,185.359,279.93]","{""1"":""0""}"
"201_XTwZSXJX","[""44_00004.jpg""]",0,"[]","[2,879.51,32.154,211.839,147.531]","{""1"":""1""}"
"201_o1DO57tB","[""44_00004.jpg""]",0,"[]","[2,1284.273,51.068,158.879,181.576]","{""1"":""0""}"
"201_Wg1kKDHw","[""44_00004.jpg""]",0,"[]","[2,22.697,247.776,121.051,185.359]","{""1"":""0""}"
"200_3Jrx8XaV","[""44_00003.jpg""]",0,"[]","[2,17.023,228.862,136.182,177.793]","{""1"":""0""}"
"200_2eiKDn71","[""44_00003.jpg""]",0,"[]","[2,170.228,234.536,156.987,132.399]","{""1"":""1""}"
"200_SMGNPbuS","[""44_00003.jpg""]",0,"[]","[2,467.18,174.011,211.839,175.901]","{""1"":""1""}"
"200_qGiQXxwP","[""44_00003.jpg""]",0,"[]","[2,696.042,102.137,196.708,298.844]","{""1"":""0""}"
"200_o9i0t2Mq","[""44_00003.jpg""]",0,"[]","[2,870.053,24.588,226.97,168.337]","{""1"":""0""}"
"200_4fhZ9yYe","[""44_00003.jpg""]",0,"[]","[2,1282.382,41.611,111.593,141.857]","{""1"":""0""}"
"200_6zeTSanA","[""44_00003.jpg""]",0,"[]","[2,187.25,141.856,158.88,83.223]","{""1"":""0""}"
"199_rMdD3sIg","[""44_00002.jpg""]",0,"[]","[2,170.228,238.319,145.639,139.965]","{""1"":""1""}"
"199_4fvvyohX","[""44_00002.jpg""]",0,"[]","[2,22.697,274.256,107.811,143.748]","{""1"":""0""}"
"199_nHsqiFFw","[""44_00002.jpg""]",0,"[]","[2,225.079,143.748,162.662,85.114]","{""1"":""1""}"
"199_1SnupjnA","[""44_00002.jpg""]",0,"[]","[2,491.769,187.25,191.033,151.314]","{""1"":""1""}"
"199_FZk27yQV","[""44_00002.jpg""]",0,"[]","[2,745.219,94.571,170.228,315.867]","{""1"":""0""}"
"199_8qwsmsDS","[""44_00002.jpg""]",0,"[]","[2,881.401,39.72,204.273,134.291]","{""1"":""0""}"
"199_nWHPS9KZ","[""44_00002.jpg""]",0,"[]","[2,1271.033,45.394,132.4,164.553]","{""1"":""0""}"
"198_wIEsjtaC","[""43_00007.jpg""]",0,"[]","[2,1231.313,52.96,174.011,141.856]","{""1"":""0""}"
"198_NakBDYud","[""43_00007.jpg""]",0,"[]","[2,540.946,81.331,162.662,147.531]","{""1"":""0""}"
"198_XbOEAvkm","[""43_00007.jpg""]",0,"[]","[2,315.867,206.165,177.793,155.096]","{""1"":""1""}"
"198_LZ06sD1c","[""43_00007.jpg""]",0,"[]","[2,143.748,215.622,139.965,187.25]","{""1"":""1""}"
"198_ctPZdSem","[""43_00007.jpg""]",0,"[]","[2,777.373,107.811,119.159,143.748]","{""1"":""1,4""}"
"197_OZYARqUX","[""43_00006.jpg""]",0,"[]","[2,764.133,104.028,139.965,138.074]","{""1"":""1,4""}"
"197_KV0ixbU8","[""43_00006.jpg""]",0,"[]","[2,514.466,75.657,185.359,149.422]","{""1"":""0""}"
"197_PySUzsal","[""43_00006.jpg""]",0,"[]","[2,285.604,200.49,166.445,168.337]","{""1"":""4,1""}"
"197_25VyI59a","[""43_00006.jpg""]",0,"[]","[2,124.834,226.97,156.987,177.794]","{""1"":""1,4""}"
"197_cZ4YuGzX","[""43_00006.jpg""]",0,"[]","[2,1231.313,56.743,168.337,153.204]","{""1"":""0""}"
"196_rFOsR9Uv","[""43_00005.jpg""]",0,"[]","[2,1221.856,54.851,172.119,155.096]","{""1"":""0""}"
"196_L16FmvtH","[""43_00005.jpg""]",0,"[]","[2,766.025,121.051,119.159,119.159]","{""1"":""1,4""}"
"196_X5TYl4UW","[""43_00005.jpg""]",0,"[]","[2,760.35,164.553,1.892,9.458]","{""1"":""1""}"
"196_NquiqJof","[""43_00005.jpg""]",0,"[]","[2,525.814,60.525,192.925,160.771]","{""1"":""0""}"
"196_2C7c1HXp","[""43_00005.jpg""]",0,"[]","[2,315.867,202.382,198.599,175.902]","{""1"":""1,4""}"
"196_esty9DkF","[""43_00005.jpg""]",0,"[]","[2,139.965,215.622,181.576,209.947]","{""1"":""1,4""}"
"195_PV2XHhbu","[""43_00004.jpg""]",0,"[]","[2,160.771,238.319,155.096,156.987]","{""1"":""1,4""}"
"195_ywDUPqjZ","[""43_00004.jpg""]",0,"[]","[2,291.278,226.97,170.228,151.314]","{""1"":""1,4""}"
"195_TCEZwQY2","[""43_00004.jpg""]",0,"[]","[2,542.837,64.308,168.336,139.965]","{""1"":""0""}"
"195_UvPQNIrT","[""43_00004.jpg""]",0,"[]","[2,737.653,117.268,162.662,143.748]","{""1"":""1,4""}"
"195_uj4ABBqo","[""43_00004.jpg""]",0,"[]","[2,1218.074,58.634,262.907,147.531]","{""1"":""0""}"
"194_FM1GvJZv","[""43_00003.jpg""]",0,"[]","[2,1221.856,49.177,189.142,147.531]","{""1"":""0""}"
"194_XwXRVhJB","[""43_00003.jpg""]",0,"[]","[2,745.219,113.485,160.77,143.748]","{""1"":""1""}"
"194_KnhTNL41","[""43_00003.jpg""]",0,"[]","[2,516.357,81.331,191.034,181.576]","{""1"":""0""}"
"194_2cfXQzYd","[""43_00003.jpg""]",0,"[]","[2,304.518,204.273,168.337,155.097]","{""1"":""1""}"
"194_vwpEwE5U","[""43_00003.jpg""]",0,"[]","[2,138.074,243.993,155.096,164.553]","{""1"":""1""}"
"193_uawVldXr","[""43_00002.jpg""]",0,"[]","[2,177.793,215.622,134.291,191.033]","{""1"":""1""}"
"193_griwShZW","[""43_00002.jpg""]",0,"[]","[2,319.65,183.468,147.53,209.947]","{""1"":""1""}"
"193_rqQ5Q3OM","[""43_00002.jpg""]",0,"[]","[2,506.9,58.634,200.491,240.21]","{""1"":""0""}"
"193_JDOgNngb","[""43_00002.jpg""]",0,"[]","[2,779.264,115.377,130.508,147.53]","{""1"":""1""}"
"193_Bc6y3etf","[""43_00002.jpg""]",0,"[]","[2,1210.508,56.743,187.25,149.422]","{""1"":""0""}"
"192_Ro6LXJOV","[""42_00007.jpg""]",0,"[]","[2,756.567,130.508,151.314,113.485]","{""1"":""1""}"
"192_vwnG7bJ4","[""42_00007.jpg""]",0,"[]","[2,487.986,192.925,226.97,156.987]","{""1"":""1""}"
"192_qiqXuXTq","[""42_00007.jpg""]",0,"[]","[2,130.508,232.644,136.182,170.228]","{""1"":""1""}"
"192_ya2PI8X3","[""42_00007.jpg""]",0,"[]","[2,442.592,90.788,172.119,75.657]","{""1"":""0""}"
"191_crjBN7rS","[""42_00006.jpg""]",0,"[]","[2,436.918,77.548,160.77,100.245]","{""1"":""0""}"
"191_X8cAkwHL","[""42_00006.jpg""]",0,"[]","[2,465.289,172.119,261.016,185.359]","{""1"":""1""}"
"191_xdwmxtUy","[""42_00006.jpg""]",0,"[]","[2,739.545,115.377,177.793,170.227]","{""1"":""0""}"
"191_b5NXvrqq","[""42_00006.jpg""]",0,"[]","[2,242.102,213.73,168.336,209.948]","{""1"":""0""}"
"191_KAC87L5k","[""42_00006.jpg""]",0,"[]","[2,117.268,257.233,170.228,126.725]","{""1"":""1""}"
"190_XagTuGHO","[""42_00005.jpg""]",0,"[]","[2,423.678,102.137,192.924,107.81]","{""1"":""0""}"
"190_GbZ8CRzL","[""42_00005.jpg""]",0,"[]","[2,482.312,181.576,219.404,177.794]","{""1"":""1""}"
"190_6Uw3baXI","[""42_00005.jpg""]",0,"[]","[2,760.35,113.485,155.097,128.617]","{""1"":""1""}"
"190_aAUFxVkq","[""42_00005.jpg""]",0,"[]","[2,257.233,213.73,168.336,217.513]","{""1"":""0""}"
"190_nsL13DnA","[""42_00005.jpg""]",0,"[]","[2,143.748,255.342,149.422,147.53]","{""1"":""1""}"
"190_4ixraZCX","[""42_00005.jpg""]",0,"[]","[2,253.45,162.662,121.051,71.874]","{""1"":""0""}"
"189_OUNJo0Uf","[""42_00004.jpg""]",0,"[]","[2,436.918,100.245,168.336,77.548]","{""1"":""0""}"
"189_KfmeDnuM","[""42_00004.jpg""]",0,"[]","[2,499.335,206.165,213.73,155.096]","{""1"":""1""}"
"189_vAmn5Jl7","[""42_00004.jpg""]",0,"[]","[2,769.807,113.485,139.965,136.182]","{""1"":""1""}"
"189_XksSFXeI","[""42_00004.jpg""]",0,"[]","[2,278.039,230.753,115.376,166.445]","{""1"":""1""}"
"189_rS8BOJiL","[""42_00004.jpg""]",0,"[]","[2,147.531,251.559,155.096,136.182]","{""1"":""1""}"
"189_SXvucHiV","[""42_00004.jpg""]",0,"[]","[2,47.285,296.953,111.594,160.77]","{""1"":""1""}"
"188_AefznAWv","[""42_00003.jpg""]",0,"[]","[2,741.436,96.462,164.553,145.64]","{""1"":""1""}"
"188_DM5OdbXV","[""42_00003.jpg""]",0,"[]","[2,480.42,168.336,202.382,170.228]","{""1"":""1""}"
"188_wkDBAXXd","[""42_00003.jpg""]",0,"[]","[2,423.678,94.571,149.422,98.354]","{""1"":""1""}"
"188_EdYwIkfr","[""42_00003.jpg""]",0,"[]","[2,253.45,158.879,136.182,85.114]","{""1"":""0""}"
"188_9cxKfcpW","[""42_00003.jpg""]",0,"[]","[2,156.988,230.753,122.942,168.336]","{""1"":""1""}"
"187_EhE9c3hK","[""42_00002.jpg""]",0,"[]","[2,450.158,160.771,228.861,185.359]","{""1"":""1""}"
"187_MGBDRO68","[""42_00002.jpg""]",0,"[]","[2,429.352,90.788,164.553,94.571]","{""1"":""0""}"
"187_3uPFJpGu","[""42_00002.jpg""]",0,"[]","[2,745.219,130.508,147.531,102.136]","{""1"":""1""}"
"187_A6iaS3ug","[""42_00002.jpg""]",0,"[]","[2,264.799,228.862,138.073,209.947]","{""1"":""0""}"
"187_c1AMWiXr","[""42_00002.jpg""]",0,"[]","[2,147.531,247.776,149.422,145.639]","{""1"":""1""}"
"187_Ao0oxtz7","[""42_00002.jpg""]",0,"[]","[2,259.124,158.879,119.16,81.331]","{""1"":""0""}"
"186_6lCLU6uw","[""41_00007.jpg""]",0,"[]","[2,493.66,179.685,175.902,160.77]","{""1"":""1,4""}"
"186_JmHzrluD","[""41_00007.jpg""]",0,"[]","[2,295.061,213.73,175.902,162.662]","{""1"":""1,4""}"
"186_MXPYb0no","[""41_00007.jpg""]",0,"[]","[2,77.548,274.256,136.182,145.639]","{""1"":""1,4""}"
"186_XVHqpv96","[""41_00007.jpg""]",0,"[]","[2,236.427,168.336,105.92,111.594]","{""1"":""0""}"
"186_VFmRAfU4","[""41_00007.jpg""]",0,"[]","[2,584.448,88.897,174.011,143.747]","{""1"":""0""}"
"153_HTwP3wjz","[""36_00004.jpg""]",0,"[]","[2,1242.662,156.988,249.667,268.581]","{""1"":""0""}"
"153_CEQAcFtY","[""36_00004.jpg""]",0,"[]","[2,1066.76,153.205,168.336,342.347]","{""1"":""0""}"
"153_FtFIsG03","[""36_00004.jpg""]",0,"[]","[2,694.151,132.399,219.404,215.622]","{""1"":""1,4""}"
"153_CizJPbSb","[""36_00004.jpg""]",0,"[]","[2,455.832,147.531,194.816,122.942]","{""1"":""1,4""}"
"153_WRgAOw7g","[""36_00004.jpg""]",0,"[]","[2,209.947,202.382,130.508,134.291]","{""1"":""1,4""}"
"153_udXF5JLK","[""36_00004.jpg""]",0,"[]","[2,88.897,293.17,94.571,121.051]","{""1"":""1,4""}"
"153_LnPd0FUA","[""36_00004.jpg""]",0,"[]","[2,677.128,71.874,92.679,119.159]","{""1"":""0""}"
"153_H5vrFfhJ","[""36_00004.jpg""]",0,"[]","[2,1008.126,100.245,64.308,221.296]","{""1"":""1,4""}"
"153_yQXpOirr","[""36_00004.jpg""]",0,"[]","[2,1373.17,71.874,111.594,158.879]","{""1"":""0""}"
"154_MN17XYiw","[""36_00005.jpg""]",0,"[]","[2,1236.988,134.291,238.318,304.518]","{""1"":""0""}"
"154_eoKUeTlG","[""36_00005.jpg""]",0,"[]","[2,1066.76,155.096,164.553,346.13]","{""1"":""0""}"
"154_YV6towOi","[""36_00005.jpg""]",0,"[]","[2,1011.909,100.245,88.897,236.428]","{""1"":""0""}"
"154_qZCcP9SJ","[""36_00005.jpg""]",0,"[]","[2,724.413,139.965,196.708,196.708]","{""1"":""1,4""}"
"154_smuHYKyF","[""36_00005.jpg""]",0,"[]","[2,467.18,143.748,189.142,96.462]","{""1"":""1,4""}"
"154_7QQfUmjc","[""36_00005.jpg""]",0,"[]","[2,665.779,66.2,105.92,168.336]","{""1"":""0""}"
"154_tQDhuwdI","[""36_00005.jpg""]",0,"[]","[2,189.142,217.513,158.879,92.68]","{""1"":""1,4""}"
"154_JWFRF0K9","[""36_00005.jpg""]",0,"[]","[2,54.851,283.713,126.725,130.508]","{""1"":""1,4""}"
"154_1rykoI8J","[""36_00005.jpg""]",0,"[]","[2,1042.172,45.394,158.879,104.028]","{""1"":""0""}"
"154_FhJ9KP58","[""36_00005.jpg""]",0,"[]","[2,1380.736,88.897,155.096,149.422]","{""1"":""0""}"
"155_lvlnbBsC","[""36_00006.jpg""]",0,"[]","[2,1080,149.422,160.771,351.804]","{""1"":""0""}"
"155_pOBJ9v66","[""36_00006.jpg""]",0,"[]","[2,1235.096,122.942,262.908,302.627]","{""1"":""0""}"
"155_S92XBXKv","[""36_00006.jpg""]",0,"[]","[2,1034.606,52.96,219.405,138.073]","{""1"":""0""}"
"155_Y6mi5q1l","[""36_00006.jpg""]",0,"[]","[2,992.995,90.788,58.634,240.21]","{""1"":""1,4""}"
"155_GY8NKMmC","[""36_00006.jpg""]",0,"[]","[2,722.522,105.919,194.816,238.319]","{""1"":""1""}"
"155_iNMyFgOc","[""36_00006.jpg""]",0,"[]","[2,644.974,68.091,136.182,138.074]","{""1"":""0""}"
"155_b37hH3Lx","[""36_00006.jpg""]",0,"[]","[2,476.637,145.639,156.988,128.617]","{""1"":""1,4""}"
"155_V4bah5Ka","[""36_00006.jpg""]",0,"[]","[2,206.165,198.599,153.205,121.051]","{""1"":""1""}"
"155_GBNfB9wG","[""36_00006.jpg""]",0,"[]","[2,34.046,264.799,160.77,156.987]","{""1"":""1,4""}"
"155_enkhoyGw","[""36_00006.jpg""]",0,"[]","[2,1373.17,75.657,147.531,145.639]","{""1"":""0""}"
"156_zsXBg18m","[""36_00007.jpg""]",0,"[]","[2,735.762,126.725,172.119,191.033]","{""1"":""1""}"
"156_ZVoae1P7","[""36_00007.jpg""]",0,"[]","[2,463.398,143.748,179.684,128.616]","{""1"":""1,4""}"
"156_GgGtmfvF","[""36_00007.jpg""]",0,"[]","[2,202.382,232.644,126.725,71.874]","{""1"":""1,4""}"
"156_ZUgJBS2d","[""36_00007.jpg""]",0,"[]","[2,62.417,287.496,143.748,128.616]","{""1"":""1,4""}"
"156_bVTh3u1x","[""36_00007.jpg""]",0,"[]","[2,663.888,79.44,105.919,149.422]","{""1"":""0""}"
"156_rjaI3Tmj","[""36_00007.jpg""]",0,"[]","[2,1081.891,141.856,155.097,304.519]","{""1"":""0""}"
"156_xmGH8JeM","[""36_00007.jpg""]",0,"[]","[2,1242.662,117.268,243.993,325.324]","{""1"":""0""}"
"156_ROdM5brZ","[""36_00007.jpg""]",0,"[]","[2,1359.93,64.308,119.159,141.857]","{""1"":""0""}"
"156_z79PsGak","[""36_00007.jpg""]",0,"[]","[2,1000.56,98.354,90.789,245.884]","{""1"":""0""}"
"157_QKMMNEF2","[""37_00002.jpg""]",0,"[]","[2,1333.45,213.73,365.044,423.678]","{""1"":""0""}"
"157_ku2VTElN","[""37_00002.jpg""]",0,"[]","[2,1153.765,47.285,257.233,151.314]","{""1"":""0""}"
"157_dzOdPiRN","[""37_00002.jpg""]",0,"[]","[2,1520.701,234.536,334.781,315.867]","{""1"":""0""}"
"157_i3Nmb7Jg","[""37_00002.jpg""]",0,"[]","[2,1000.56,134.291,141.857,194.816]","{""1"":""1""}"
"157_XLhC0XYG","[""37_00002.jpg""]",0,"[]","[2,713.065,115.377,202.382,225.078]","{""1"":""0""}"
"157_xfTf01hp","[""37_00002.jpg""]",0,"[]","[2,469.072,168.336,181.576,160.771]","{""1"":""1,4""}"
"157_6XAmjv4I","[""37_00002.jpg""]",0,"[]","[2,349.912,240.21,111.594,117.268]","{""1"":""1""}"
"157_ukfN1i3N","[""37_00002.jpg""]",0,"[]","[2,514.466,81.331,166.445,83.222]","{""1"":""0""}"
"157_ldcnkkG6","[""37_00002.jpg""]",0,"[]","[2,102.137,283.713,315.867,361.261]","{""1"":""0,2""}"
"158_jt0Esta9","[""37_00003.jpg""]",0,"[]","[2,1359.93,226.97,342.347,435.026]","{""1"":""0,2""}"
"158_IyyILFKF","[""37_00003.jpg""]",0,"[]","[2,1159.44,41.611,262.907,168.336]","{""1"":""0""}"
"158_T5DHsL4n","[""37_00003.jpg""]",0,"[]","[2,1000.56,136.182,128.617,194.816]","{""1"":""1,4""}"
"158_HhGDZ98z","[""37_00003.jpg""]",0,"[]","[2,703.608,113.485,185.359,209.948]","{""1"":""0""}"
"158_xlP7oXZ0","[""37_00003.jpg""]",0,"[]","[2,470.963,179.685,166.445,174.01]","{""1"":""1""}"
"158_vlJYypom","[""37_00003.jpg""]",0,"[]","[2,323.433,234.536,153.204,149.422]","{""1"":""1,4""}"
"158_AvxG4QZO","[""37_00003.jpg""]",0,"[]","[2,96.462,279.93,251.559,357.478]","{""1"":""0,2""}"
"158_V1XZiyja","[""37_00003.jpg""]",0,"[]","[2,1526.375,198.599,300.735,327.215]","{""1"":""0""}"
"158_zUU9w8P1","[""37_00003.jpg""]",0,"[]","[2,465.289,96.462,172.119,113.485]","{""1"":""0""}"
"159_CeXp3c4i","[""37_00004.jpg""]",0,"[]","[2,1149.982,39.72,240.211,175.902]","{""1"":""0""}"
"159_Pv6P0KUX","[""37_00004.jpg""]",0,"[]","[2,1000.56,143.748,156.988,191.033]","{""1"":""1,4""}"
"159_QLuS3zRy","[""37_00004.jpg""]",0,"[]","[2,1329.667,236.427,359.37,429.352]","{""1"":""0,2""}"
"159_7ayzbF1Q","[""37_00004.jpg""]",0,"[]","[2,1516.918,208.056,308.301,351.804]","{""1"":""0""}"
"159_iH2zNGzG","[""37_00004.jpg""]",0,"[]","[2,707.391,130.508,191.033,185.359]","{""1"":""1""}"
"159_ttLQZxrk","[""37_00004.jpg""]",0,"[]","[2,489.877,196.708,175.902,162.662]","{""1"":""1""}"
"159_NokxsyOn","[""37_00004.jpg""]",0,"[]","[2,348.021,219.405,119.159,138.073]","{""1"":""1""}"
"159_Ng08KxTN","[""37_00004.jpg""]",0,"[]","[2,459.615,81.331,175.902,113.485]","{""1"":""0""}"
"159_Z1WGSJS9","[""37_00004.jpg""]",0,"[]","[2,85.114,266.69,402.872,465.289]","{""1"":""0,2""}"
"160_0DHR5dCS","[""37_00005.jpg""]",0,"[]","[2,1165.114,47.285,240.21,179.685]","{""1"":""0""}"
"160_gKR4xvj2","[""37_00005.jpg""]",0,"[]","[2,1004.343,149.422,145.639,164.553]","{""1"":""1,4""}"
"160_fgNvR3di","[""37_00005.jpg""]",0,"[]","[2,714.956,126.725,198.599,175.902]","{""1"":""1""}"
"160_KxnchyoH","[""37_00005.jpg""]",0,"[]","[2,476.637,172.119,189.142,168.336]","{""1"":""1,4""}"
"160_SydbR9gb","[""37_00005.jpg""]",0,"[]","[2,348.021,221.296,117.268,136.182]","{""1"":""1""}"
"160_toiKkeh1","[""37_00005.jpg""]",0,"[]","[2,505.009,75.657,122.942,90.788]","{""1"":""0""}"
"160_MIs3fhYs","[""37_00005.jpg""]",0,"[]","[2,113.485,274.256,268.582,385.849]","{""1"":""0,2""}"
"160_XA2JIQwD","[""37_00005.jpg""]",0,"[]","[2,1331.559,232.644,351.804,414.221]","{""1"":""0,2""}"
"160_2XUiUUws","[""37_00005.jpg""]",0,"[]","[2,1511.243,206.165,313.976,323.432]","{""1"":""0""}"
"185_iqoz6OJQ","[""41_00006.jpg""]",0,"[]","[2,796.287,107.811,107.811,126.725]","{""1"":""1""}"
"185_qoOVGcGj","[""41_00006.jpg""]",0,"[]","[2,495.552,200.49,177.793,149.422]","{""1"":""1""}"
"185_KHTuxFw7","[""41_00006.jpg""]",0,"[]","[2,295.061,232.644,162.662,136.183]","{""1"":""1""}"
"185_wA8QtpHd","[""41_00006.jpg""]",0,"[]","[2,66.2,287.496,136.182,130.508]","{""1"":""1""}"
"185_aVDX8jx0","[""41_00006.jpg""]",0,"[]","[2,259.124,160.771,92.68,102.136]","{""1"":""0""}"
"185_n2vrdEmL","[""41_00006.jpg""]",0,"[]","[2,578.774,94.571,168.336,107.811]","{""1"":""0""}"
"184_NHhO2DZ3","[""41_00005.jpg""]",0,"[]","[2,590.123,75.657,162.662,155.096]","{""1"":""0""}"
"184_nPONc80g","[""41_00005.jpg""]",0,"[]","[2,482.312,206.165,194.816,179.684]","{""1"":""1""}"
"184_qkukQDGx","[""41_00005.jpg""]",0,"[]","[2,794.396,115.377,121.051,136.182]","{""1"":""1""}"
"184_Ebz8ay9A","[""41_00005.jpg""]",0,"[]","[2,289.387,226.97,174.011,158.879]","{""1"":""1""}"
"184_VNwgLlaS","[""41_00005.jpg""]",0,"[]","[2,51.068,276.147,132.4,134.291]","{""1"":""1""}"
"184_kTvBbHbr","[""41_00005.jpg""]",0,"[]","[2,238.319,153.205,96.462,117.268]","{""1"":""0""}"
"183_KkCLw91V","[""41_00004.jpg""]",0,"[]","[2,586.34,83.222,158.879,147.531]","{""1"":""0""}"
"183_bmq61SAG","[""41_00004.jpg""]",0,"[]","[2,786.83,119.159,143.748,130.508]","{""1"":""1""}"
"183_lwgKX5cU","[""41_00004.jpg""]",0,"[]","[2,486.095,191.033,202.381,189.142]","{""1"":""1""}"
"183_pMLcxtuz","[""41_00004.jpg""]",0,"[]","[2,308.301,213.73,141.857,153.205]","{""1"":""1""}"
"183_oAndZf2Q","[""41_00004.jpg""]",0,"[]","[2,221.296,174.011,126.725,111.593]","{""1"":""0""}"
"182_1rXQGPho","[""41_00003.jpg""]",0,"[]","[2,223.187,160.771,126.725,130.507]","{""1"":""0""}"
"182_enlOBzXa","[""41_00003.jpg""]",0,"[]","[2,54.851,283.713,138.074,139.965]","{""1"":""1""}"
"182_EvJ9IYhX","[""41_00003.jpg""]",0,"[]","[2,325.324,213.73,130.508,172.119]","{""1"":""1""}"
"182_lhMTXc84","[""41_00003.jpg""]",0,"[]","[2,474.746,200.49,179.685,139.965]","{""1"":""1""}"
"182_hJF8zRCX","[""41_00003.jpg""]",0,"[]","[2,582.557,83.222,134.291,145.64]","{""1"":""0""}"
"182_d0ubCFw7","[""41_00003.jpg""]",0,"[]","[2,781.156,104.028,151.313,156.988]","{""1"":""1,4""}"
"181_IRiTWWmv","[""41_00002.jpg""]",0,"[]","[2,777.373,115.377,139.965,160.77]","{""1"":""1,4""}"
"181_HNV1FgKD","[""41_00002.jpg""]",0,"[]","[2,601.471,96.462,149.422,132.4]","{""1"":""0""}"
"181_MhS6IBpu","[""41_00002.jpg""]",0,"[]","[2,476.637,189.142,215.622,170.228]","{""1"":""1,4""}"
"181_jeKeM55X","[""41_00002.jpg""]",0,"[]","[2,313.975,215.622,130.508,164.553]","{""1"":""1,4""}"
"181_On8yVTaX","[""41_00002.jpg""]",0,"[]","[2,68.091,268.581,117.268,141.857]","{""1"":""1""}"
"180_nvUXQ5zh","[""40_00007.jpg""]",0,"[]","[2,58.634,296.953,128.616,119.159]","{""1"":""1""}"
"180_dtpeiFPZ","[""40_00007.jpg""]",0,"[]","[2,189.142,281.821,111.594,100.246]","{""1"":""1""}"
"180_yfe08mwi","[""40_00007.jpg""]",0,"[]","[2,319.65,232.644,149.422,124.834]","{""1"":""1""}"
"180_ctbqIcKy","[""40_00007.jpg""]",0,"[]","[2,470.963,191.033,196.708,139.965]","{""1"":""1""}"
"180_Mm0CUnTG","[""40_00007.jpg""]",0,"[]","[2,701.716,191.033,202.382,113.485]","{""1"":""1""}"
"180_ViLtsFsB","[""40_00007.jpg""]",0,"[]","[2,533.38,100.245,87.005,81.331]","{""1"":""0""}"
"179_U2LY7vWP","[""40_00006.jpg""]",0,"[]","[2,529.597,90.788,109.702,113.485]","{""1"":""0""}"
"179_StwtLFXJ","[""40_00006.jpg""]",0,"[]","[2,480.42,219.405,225.079,117.268]","{""1"":""1""}"
